custom_id,annotation,document
1269565470019137536,0.0,@JJorritsma040 wat is het voor achterlijk beleid dat @gem_Eindhoven nu @fit20Eindhoven weer op slot gooit? 1 op 1 training met een personal coach met mondkapje 1.5m cirkels rond de apparaten en alle bezoekers brengen eigen handschoenen hoe debiel willen jullie doen over corona?
1269568955242426368,2.0,@nrc Ik heb geen goed woord meer over voor deze “protesten”. Het is gewoon rellen plunderen en mishandelen van mensen terwijl organisatoren dit doen van subsidies van de door hun gehate blanke mens. Jammer dat de Nederlandse media dit deel niet in het nieuws brengt.
1269569378460327936,0.0,@Gerardus331 @roland_japin Raymond was bang voor een neger die zijn pinpas probeerde te misbruiken zei hij me. De neger zei Corona Corona kom niet dichtbij!. Kerel heeft een anti-tank raket afgevuurd toen hij dienst deed in Libanon maar een grote neger.The black man must have been very impressive.
1269570783292112896,0.0,Wie gaat er nog meet lege zakken door de coronaleugen zwaaien naar de Koning zonder werk of bedrijf of bij een voedsel bank en misschien wel zonder woning en toch zwaaien met een vlaggetje naar die volgevreten proleet  of zullen we ze onthoofden ?
1269572055608983552,2.0,⏬| De impact van de coronacrisis op de werkgelegenheid is groot. @UWVnl verwacht dat het aantal banen in de drie regio’s van Overijssel en Gelderland Noord krimpt in 2020. https://t.co/bv3MoLzBpC
1269572972479746048,2.0,Dit is ook geen wetenschap maar dient de economie.Dan vindt men het raar dat veel mensen wetenschappers of experts niet meer vertrouwen.Mensen zijn niet helemaal achterlijk meer. Er is genoeg info om tot je te nemen en na te denken#RIVM
1269572996857057280,2.0,@menage00 @Sywert Je hebt gelijk het had het woord autochtoon moeten zijn. Maar ik vergeet ook niet de hysterie dat men weer eens riep dat er meer zwarten dood gingen aan corona. Altijd maar dat slachtofferschap. Zo vermoeiend.
1269573287643959296,2.0,Waar waren de protesten toen Justine Damond vermoord werd? Die waren er wel... alleen niet voor Justine maar voor de donkere agent die deze blanke vrouw (ZONDER strafblad itt #GeorgeFloyd) doodschoot. Check yourself! #BlackLivesMatter #AllLivesMatter https://t.co/mCZeqOK8ni
1269574830438920192,2.0,@StraatmanSandra @Sywert Heb ook niet zoveel met de protesten in Europa. In de VS kan ik het me nog voorstellen je zegt net zelf dat er meer zwarten doodgaan aan Corona dat heeft ook zijn redenen.
1269580852410953728,2.0,@telegraaf Iedereen ziet dat er nu grof geweld tegen blanke mensen worden gebruikt over heel de wereld. Mishandelingen en moord. Winkels worden geplunderd. Gelukkig worden steeds meer mensen wakker die inzien dat ze gewoon gebruikt zijn voor deze “protesten”
1269589679994740736,2.0,@iusfinis @donconjo @BryanRoyAjax Dat geldt ook voor de blanke amerikanen tijdens vorige regeringen toen ik in Dallas was in 2005 zat mijn vriendin daar in dezelfde situatie geen sociale zekerheid ook voor haar... Trump deed/doet zijn best om banen te creeren ging goed tot de corona speeltje van de elite...
1269593186076409856,0.0,Ook in #Madrid voorzie ik een nieuwe #CoronaOutbreak.De blanke onderdeurtjes hebben zich verzameld om te gaan knielen voor een crimineel ..... Ja ja bij demonstraties voor misdaden tegen blanken (#Rotherham) zie je ze niet die #hypocrieten.
1269594791760867328,0.0,Er is een nieuw ritueel waarbij zwarten blanken op de knieën excuus moeten aanbieden voor hun niet bestaande “white privilege”. Ook krijgen zwarten in coronatijd demonstraties gedaan. Maar zwarten hebben geen macht? #victimplay
1269601061834276864,2.0,@HarrySnel1 @KellyOverCorona @NOS Met goede voorlichting waarschijnlijk wel meer en dan zijn de tokkies wel te handhaven. Nu dacht men griepje dat alleen ouderen treft mondkapjes werken averechts. In plaats van: virus dat iedereen ernstig kan treffen waarbij eenmalige lockdown het indamt en vandaar TTI.
1269604835760001024,2.0,@De7deDag : Is een uitspraak als zwarten kunnen nooit racistisch zijn van Sandrine Moponami niet belangrijker om vragen bij te stellen dan hoe de wielersport renners zal testen? Ik stel mij er in ieder geval vragen bij ...Is die stelling zelf op zich ook niet racistisch?🤔
1269608686323929088,2.0,@jdceulaer @vanranstmarc @eva_vannoten Een jonge mooie blanke vrouw. Ongetwijfeld kwam ze als eerste uit de testen.
1269610587652345856,0.0,@SBergsma @MinPres  @rivm geldt de nieuwe Coronawet van 15 meter alleen voor ‘witte’ mensen straks in NL? Want tja we mogen niet racistisch zijn en de zwarten het recht op dergelijke demonstratie dus niet verbieden. Snapt u dat ik het niet snap?
1269614652910112768,2.0,@Alex72377946 @AR146XI @P33rd @KhuneSilvretta @Alexandratweet9 @geertwilderspvv Het gaat nu over Amerika. De protesten zijn daar begonnen om hun land te verbeteren. Onze protesten zijn als steun voor hen. Als blanken in Afrika een protest organiseren of mensen in Palestina dan zal ik hen steunen.
1269619256305561600,2.0,Het #SARSCoV2 (#covid19/#coronavirus) blijkt dus idd n #retrovirus te zijn en zal dus keer op keer n #epidemie/#pandemie kunnen veroorzaken.Daarmee wordt t belangrijker de #mentaliteit bij #ziekte te veranderen dan die achterlijke #anderhalvemetersamenleving in te voeren. https://t.co/91iChWw5Ww
1269631080333824000,1.0,@Rob81189128 @NOS Dit heeft niks te maken met tokkie of niet.Ditsoort protesten gaan weer eens helemaal nergens over. Of behoor jij ook tot de groep die al bukt met een wijd open aars om te ontvangen wanneer nodig?
1269631734376775680,0.0,Honderden mensen bij protesten tegen racisme in Zwolle via @Telegraaf https://t.co/NZSTFrtpA1Ja laten we ons uitspreken tegen racisme tegen zwarten en wanneer gaan we dat dan ook doen tegen de blanken. Hebben jullie wel is gehoord van Zuid Afrika?Blanken worden afgeslacht.
1269633937560801280,0.0,Alles van te voren al bepaald.  Rutte sprak ook met zoon Soros. Dit hele Corona gedoe is een opgezet plan. Minder bevolking. Las dat van het vaccin veel ongeborenen dood zullen gaan. Dan moslims en negers nemen de westerse wereld over.  Chia lacht zich suf.  Putin ook
1269639482518749184,2.0,Ik zie blanke mensen commentaar geven op de protesten van vandaag omdat de social distancing niet gerespecteert wordt etc... maar dat zijn wel dezelfde mensen die Driesje VL verdedigde toen hij op een BBQ zat of zelf zijn gaan picknicken toen we nog niet buiten mochten...
1269641860420702208,2.0,Ik dacht even dat mijn scherm stuk was alleen maar zwart/wit beeld? Blijken het al die protesten te zijn 😅! #AllLivesMatters #dtv waarom staan er toch zoveel blanke mensen tussen?
1269645698108137472,0.0,@Vandefilm @Samira_Tarrass @Infocadl2015 Je ziet ze vliegen net als die achterlijken van het rivm. Rot voor je. Blij dat ik wel zelf blijf nadenken.
1269651203140521984,2.0,@Wim_Schellekens @bosmana @rivm Dat zijn we inmiddels wel gewend. 😉 Hoeveel voorspellingen hadden ze goed tot nu toe? En hoeveel van de keren dat ze zeiden het lijkt zaten ze goed?They are in over their heads and drowning. https://t.co/R8i9GP4pXP
1269651980684791808,2.0,@DeRedacteur_ Voor de corona hoorde je veel over steekincidenten. Steeds dezelfde manier: willekeurige blanke wordt omsingeld geslagen en gestoken. Als het slachtoffer met 10-20 steekwonden op de grond ligt zijn/haar spullen pakken. En dit rascistisch geweld wordt dan geboekt als beroving.
1269653163445026816,2.0,@BelSpectator @demorgen Onder de zwarte bevolking in de VS is Corona besmetting twee keer zo hoog als onder de blanke bevolking. Dit soort bijeenkomsten gaat dat alleen maar versterken. En waarom? Omdat een crimineel is omgekomen? Natuurlijk jammer voor de man maar hoor weinig over zijn slachtoffers.
1269653428290060288,0.0,Coronavirus en global heating  veroorzaken angst en chaos. Mensen grijpen terug op  religie: Heilig geloof in  1) #AnderhalveMeter 2) #Kettingzaagbioethanol 3) #Stikstofnorm 4) #alcohol1) Islam was maar voor 50% achterlijk deden al aan social distancing…https://t.co/klMBGTIprr
1269653554777722880,2.0,Aan alle Vlamingenbegin u al maar schuldig te voelen over de grote toename aan coronabesmettingen onder zwarten en antifas.#BLMBelgium #superverspreidingsevenement #BlackLivesMattter
1269653603893088256,1.0,echt dit land is zo hypocriet eerst geen toestemming geven voor protesten wegens corona maar de politie mag dan wel allemaal mensen op elkaar proppen? en dan gaan ze de schuld geven aan protesters binnen een paar weken bij de tweede golf ma echt waar fuck dit land lmao
1269656737772167168,2.0,Vb van simplistisch ongenuanceerd denken.“Blanken kunnen #racist zijn zwarten niet.”Als directeur in een bedrijf zeg ik: kies de beste werknemer ongeacht huidskleur geslacht of religie. Dat is eenvoudig het beste voor het bedrijf. Praktijktesten mogen maar hoeven niet.
1269660120184750080,2.0,Betoging in Antwerpen is blijkbaar uit de hand aan het lopen. Poc en blanke mensen worden blijkbaar gescheiden en in bussen gestopt. Politie denkt niet eens aan de veiligheid van de mensen in deze corona tijd. Wtf.
1269660300321665024,2.0,In de hele westelijke EUSSR rellen tegen blanken OP ANDERHALVE CENTIMETER afstand.Was corona een besmettelijke ziekte een godsgeschenk misbruikt voor linkse ideologieof eentoevalligchinees ontsnapt virus ?Een combinatie van alle 3 kan ook .#stopdelockdown #stopnieuwnormaal
1269661061520805888,0.0,@DVanLangenhove @2dekamerpvv En precies DAT is wat me zo kwaad maakt over die protesten. Selectieve verontwaardiging. Ze vinden het leven van een zwarte crimineel belangrijker dan het leven van welke blanke vrouw ook. https://t.co/gQsAwPKDW1
1269662224378888192,2.0,@ClipsSchnitzel @noaisfel @MarcBuchner3 @VictorReinier Ja DJT is zooo racistisch dat hij vind dat als je als zwarte niet op hem stemt  ‘You ain’t black’. Of was dat Biden ?🤔pre-corona werkeloosheid onder zwarten daalde tot een record laagte. Welvaart is de beste manier om zaken te verbeteren..
1269663689675804672,2.0,@PeterK43579783 @henktoepoer Was in de veronderstelling dat Corona een burgeroorlog zou voorkomen we zijn inmiddels dichterbij dan ooit. Laat Nederland Nederland blijven met tolerantie zoals het tot voor kort was waar heel de wereld graag wil zijn zonder #KOZP en ht nieuwe tegen blanken gericht #racisme
1269672792078856192,2.0,@Simply_Lori_ @Cara_Jacobs359 Als de politie vraagt om het plein te verlaten dan luister je.Minderjarig meerderjarig autochtoon allochtoon  . . . Wie niet horen wil moet op de blaren zitten. Het is niet tegenstrijdig. Het is om de rest van  Vlaanderen niet terug op te zadelen met corona.
1269674716354113536,0.0,@dreken45144354 Ik hoop dat ze stuk voor stuk corona krijgen. Van ganser harte. Vanwege een COPD risicopatient met één long die geen tweede keer corona wil krijgen ( getrouwd met een verpleegkundige waar zij vandaag op kosten ).
1269675244123455488,0.0,Diezelfde trut stond ook 70 weken lang in frontlinies in Frankrijk gedurende #GiletsJaunes protesten en heeft #Macron aangeklaagd wegens misdaden tegen de menselijkheid?!!
1269675311320489984,2.0,@hakhverdian @sheilasitalsing @UvA_Amsterdam RIVM slaaf van de luchtvaartlobby en overheid. Hou op!
1269681008925966336,2.0,@dferwerda91 @PCIMeijer En ik denk dat al die protesten juist dat wilt benadrukken (en nee die rellen keur ik zeker niet goed). Want er bestaan velen gevallen waar dit niet gebeurt. Waar een blanke bijv. sneller ergens mee weg komt dan een zwarte terwijl dat niet uit zou moeten maken.
1269682012715180032,0.0,@Pensioenspook @StefaanSintobin Twas  precies wel relevant dat het een neger was! Heel de zwarte wereld protesteert om Corona nieuw  leven in te blazen. Onnozelaars!!!
1269683738096668672,0.0,Golfen tennissen en voetballen nog maar in zeer beperkte vorm. We worden gigantische in de zeik genomen. Ga jij nog op die achterlijke Praatpop Mark Rutte stemmen? RIVM-experts: Kans dat iemand heel vliegtuig besmet is buitengewoon klein https://t.co/L06mTt8pKd via @NOS
1269684713041661952,2.0,@WNiemegeers U moet eens gadeslaan het klopt dat dit simultaan georchestreerd is overal dezelfde slogans voor corona maar net zogoed voor klimaat of massamigratie of reclame voor multicultuur (zwarte man met blanke vrouw) 👇https://t.co/KVPhIfw0PM
1269685311992365056,0.0,@freek_niesten @anderralph Als het dat rapaille van de N-VA past draaien ze als een windhaan  slaafs hun Grote Leider achterna. Eerst de ernst van corona gewoon ontkennen en als ze daarvan de gevolgen vaststellen staan te roepen dat de door hen gecontesteerde maatregelen zouden zijn overtreden.
1269685548425363456,2.0,Waarom heeft niemand ons verteld dat het Coronavirus zulke grote gevolgen zou hebben voor de geestelijke gesteldheid van mensen. Er is een hele grote groep totaal debiel geworden
1269688116253728768,0.0,@SirJelle @tomvangrieken Zielig en beangstigend dat jullie soort daadwillig nog meer Coronadoden zullen veroorzaken... Deugen&gt;volksgezondheid 🤮 achterlijk afval
1269693018862424064,2.0,@VerhelstBr Het zijn niet enkel de blanken die rasistich zijn. Dit is van alle tijden met nu dat er totaal geen verdraagzaamheid meer is. Vreedzaam betogen brandstichting plunderingen paarden molesteren enz. Deze manifestatie diende gewoon te zijn verboden in deze corona crisis.😡😷😡😷
1269695058921521152,2.0,@librarianbe @ockhams Ik vind dat starters van de protesten op Belgische bodem hiervoor 100% verantwoordelijk mogen worden gesteld. Ze wisten dat dit ging gebeuren. Ze wisten het. Maarja.. Wel goed dat die ene gast die brandende doos weghield uit de winkel. Alles vernielen/leegroven was niet genoeg...
1269695528654311424,2.0,Binnen een week: België nog steeds heel racistisch zwarten worden harder getroffen door covid-19
1269697918807793664,2.0,@BramBroeckx Toevallig niet laten zien hou zwarte en blanke mensen werden gescheiden van elkaar en in aparte busjes werden meegenomen (zonder rekening te houden met de corona maatregelen) naar verschillende locaties? Da dacht ik ook al.
1269698054988402688,2.0,@hugodejonge En we willen ook af van die achterlijk hoge coronaboetes
1269699048602243072,0.0,@mug_willem nee duidelijk een racistisch manwijf met kenmerkende criminele trekken beter dat ze uit d e maatschappij onttrokken wordt...coronatje ofso
1269699096564174848,2.0,@JazieAnthony @020BIJ1 ..... huidskleur. Een schoolvoorbeeld van racisme. De afgelopen week is dat nog eens in versnelling over gedaan.Ik ben GEEN racist. Maar toch krijg ik dat stempel regelmatig naar mijn hoofd. Net als alle blanke demonstranten bij de protesten van de.......
1269699156114800640,0.0,@JoostNiemoller Sommige zaken mag je alleen denken die kun je tegenwoordig niet meer zeggen.Ik wens ze veel succes en denk eraan die hele corona crises en die 1 1/2 meter afstand zijn alleen maar een bedenksel van de blanke mannen. Dus vooruit met zn allen op straat demonstreren!
1269699457270059008,2.0,@dabok @WillyWa85422856 @Merlinappa @058weestwel @joachimstiller8 @PjotrMonster @sjakie1112 @Korneel_Evers Rechts gevaarlijker dan links? Heb je die rellen gezien? Dat is niet bepaald rechts. Dat je in Nederland als blanke Nederlander voor racist wordt uitgemaakt is niet rechts. Dat alle coronaregels worden geschonden die moet voorkomen dat de pandemie weer oplaait is niet links. Dus?
1269702398223822848,2.0,@HanneloreGoeman Hoeveel doden gaat deze achterlijke betoging hier opleveren door corona?
1269703052812042240,0.0,@janneke25467111 @vainceur2000 het laat ook gewoon zien hoe dom zwarten  zijn. het interesseert ze geen ene moer waarom die protesten  er zijn. ze willen alleen roven  plunderen en vernielingen aanrichten. doordat iedereen een mondkapje draagt is niet te zien wie. een drama
1269705154661662720,2.0,Misschien moeten alle blanke mensen komende week dan maar de PC Hooftstraat leegtrekken want zo blijk je de medemens in Coronatijd te moeten overtuigen dat #AllLivesMatters Of is dat alleen weggelegd voor #BlackLivesMatterNL en de gekkies in Brussel? En Femke maakt het niks uit..
1269706689713930240,1.0,@jesseklaver 🤣🤣🤣🤣En maar mondkapjes opdoen in het OV! Maar 4 uur vliegen naar Spanje of Portugal levert geen coronapatienten op? #COVID19 is een fucking #Hoax “Ik heb nog nooit 1 persoon ontmoet dat een heel voetbalstadion bus metro tram festival theater heeft besmet”@rivm
1269714122490482688,1.0,@___Nick_ @gertvdijk @NOS Dat is dus inderdaad de meest achterlijke onzin van ál die Corona bullshit ja.Slaat totaal nergens op die maatregel.
1269716006932557824,0.0,@HanneloreGoeman Zou covid-19 racistisch zijn denk je @HanneloreGoeman hysterische drama trut van @spa  nog meer richting kiesdrempel...
1269722032670990336,0.0,@RaheemKassam @geertwilderspvv Was de Corona al in het VK verdwenen?Voor 1 dode neger tienduizenden Engelse levens op het spel zetten.Hoe dom kun je zijn!
1269724042254262272,0.0,@EenVandaag @haroonwrites Moslims de grootste racisten in NL kapen nu ook al de BLM black power protesten on hun onvrede  over blanke mensen te buiten. Gaat lekker dit zeg. Straks zijn alleen blanken strafrechtelijk vervolgbaar
1269726518701445120,2.0,@jesuisshatou @PCIMeijer Ik kan ook moeilijk geloven dat de rassenhaat zo groot is in Amerika en dat zwarten (ik houd niet van deze term) zodanig gediscrimineerd worden dat ze het ras moeten specificeren in de protesten. Ik hoop  voor ze dat er snel een stijgende lijn in komt.
1269726853637513216,2.0,@HanneloreGoeman mss moet u nu idd de zorgsector volgen in al hun eisen.zodat u met een goed gevoel kan blijven rondlopen.lak hebben aan maatregelen tijdens #COVID19 welke politieke partij deed het eigenlijk nog niet...#Hypocrite papieren zakdoekje uit de doos die ume ooit cadeau deed?
1269727413791076352,2.0,Hoe achterlijk kan je zijn? Er zijn bijna 10.000 mensen gestorven aan Corona in België en nu gaan er 10.000 mensen gaan betogen in Brussel terwijl dit verboden is! Schandalig!
1269727891694256128,0.0,@op1npo @SigridKaag Waarom het niet lukt? Omdat onze gekleurde medemens er alles aan doet om het te bevestigen. Plunderingen tijdens blm protesten homohaat en geweld onder met moslimjongeren explosieve toename wapenbezit onder “jongeren” groepsgeweld minderheden tegen meisjes en blanken etc etc.
1269728596970668032,2.0,@TheIronyBro Maar als positieve discriminatie OOK onverdiend is voor niet blanken. Zullen we het dan #BlackPrivilege noemen?Nee de protesten gaan over de politie. En over automatisch toegekend racisme. Vreemd want je hebt een Afrikaanse agent 2 Aziatische 1 blanke en geen motief...
1269731783739916288,2.0,De beelden van de gewelddadige Black Lives Matter protesten gaan de hele wereld over.De giftige combi van Soros-links en BLM die agressief plundert agenten aanvalt en blanken mishandelt.Het is verworden tot een zieke gedegenereerde bende.De beeldvorming is dramatisch.
1269734103223603200,2.0,@Remy_v_T @NUnl Je hoort gewoon met je poten van andermans spullen of standbeelden in dit geval af te blijven. Dat BLM slaat helemaal door. In Italië al een motoragent in de fik gestoken waar gaan ze stoppen dan? Als alle blanken excuses maken of wat? En waarvoor?
1269741483512532992,2.0,@moeva18 @zoet1971 Is Corona nu ook racistisch als er straks meer zwarten worden besmet als blanken of beschuldigen ze Corona van etnisch profileren
1269746417179992064,0.0,@SylvanaBIJ1 @AnneMarieAms Je hersenen wel..eet nog een slachtofferrol eng vies wijf dat je bent. Huilen huilen. Heb je gezien wat er in Amerika gebeurd? In Rotterdam waar blanken zwaar worden mishandeld? Waar ben je dan met je dikke snavel? Krijg corona met heel links erbij
1269749167691350016,2.0,@NOS Eindelijk wordt er overal eens opgestaan tegen racisme. Is een eeuwenoud probleem Corona is maar iets tijdelijks maar juist iets waar ook de blanke mens sinds decennia weer eens bang voor is.
1270844523690721280,2.0,Stel u voor dat je bent getrouwd met Corona iedereen kent haar iedereen praat over haar niemand vind haar leuk. Uw huwelijk zou tof zijn..
1270844802570031104,1.0,@TheodorHolman Moedig ze aan flikker alle maatregelen en bepalingen in de gracht liefst de Herengracht. Het leukste gaat nu komen Klaver die ongezien het kabinet ging steunen met een burgermoeder die de middelvinger opsteekt en steun van alles en iedereen krijgt. Chips en cola hamsteren!
1270857993509392384,2.0,Praktijktesten invoeren zonder dat er sancties volgen als een bedrijf makelaar immokantoor betrapt wordt is een lege doos verkopen. Als mensen door een rood licht rijden worden gaan we toch ook niet via zelfregulering ervoor zorgen dat dit niet meer gebeurd?
1270891787872284672,2.0,@DVanLangenhove Zullen wij dan ook praten hoe ze in china moslims in concentratiekampen hebben.Hoe ze in belgië valse beloftes hebben gemaakt tegenover mijnwerkers van turkije noord-afrika italië...Hoe een belgische koning zoveel onschuldige zwarten mensen heeft vermoord.lijst gaat verder.
1270937987988295680,2.0,@bouboutyassine @pvdabelgie @SihameElk @wfschiltz @alexanderdecroo @HanneloreGoeman @groen @anmoerenhout Gaan we hier ook praktijktesten voor vragen of is het enkel een issue als een blanke het doet?
1270944481261412352,2.0,@HLN_BE Deel 3 van hoe de wereld te onderdrukken en glibalistisch communisme te installeren  1 de terroristen . 2 de coronahoax deel 3 zaai verdeeldheid tussen blanke en donker getinte mensen en schep een rassenoorlog . En de media zet er uiteraard weer volop op in .
1270952077360091136,2.0,@StefanBogaard1 @NadiaBouras Allemaal meelopers met de tijdelijke hype. Had je die moord van Ahmaud Arbery nog gezien in Maart in Georgia? Geen protesten geen hype. 3 weken geleden nog een homo koppel in Amsterdam mishandeld door een groepje Marokkanen geen halsema geen protesten niks. Nu even hype
1270957538364841984,2.0,En zoals het politiegeweld meer slachtoffers maakt onder zwarten en mensen met een migratieachtergrond doet ook het coronavirus aan etnisch profileren. Covid-19 blijkt allesbehalve kleurenblind. Het wordt steeds duidelijker dat corona een ongelijkheidsv…https://t.co/teIoY6IoSQ
1270962427606249472,2.0,In heel Europa protesten van mensen die discriminatie schreeuwen en zeggen vreselijk behandelend te zijn en zelfs nog worden door blanke mensen. Kan iemand mij dan aub uitleggen waarom er überhaupt nog mensen als illegalen naar dit van origine blanke continent willen komen?!
1270974128519069696,2.0,De een lust dit niet de ander dat niet en een gebakje is ook best wel coronaproof dan hoef je niet te snijden enzo. Bovendien ziet het er supergezellig uit zon gevarieerde doos gebak.
1270993741839585280,2.0,Ik roep mensen op om te komen protesteren tegen de moorden op blanke boeren kom in verzet. Kom volgende week woensdag met duizenden naar de Dam mondkapjes hoeven niet meer Corona is met de noorderzon vertrokken. https://t.co/qEUYxRZUYn
1271010096659812352,2.0,Walmart neemt onder druk shampoo van Swartzkopf en speciale shampoos voor zwarten uit de rekken! Binnenkort bij ons de bruin zeep verboden? Hamsteren maar!
1271013974620897280,1.0,Nu krijg ik waarschijnlijk de vliegende vinketering😱 Nou dat zal mij aan mijn reet roesten dat achterlijke niet doen gedoe☹️Opzouten met dat stomme Coronagezeik! KLAAR MEE!
1271019531260043264,2.0,Geen stille tochten geen Protesten. Geen verontwaardiging.   #Duitsland weer in shock: Susanna (14) verkracht en vermoord door asielzoekers. Eén verdachte vlucht m... https://t.co/KhUwxxteEV via @HLN_BE
1271033697668608000,2.0,@Climate_Darragh “The Dutch George Floyd”. Je bent gewoon een stemmingmaker. 3 weken geleden een homo stelletje mishandeld in amsterdam. Geen protesten geen halsema geen pietenclub. Waarom? https://t.co/nDXb0XdZBw
1271036354382659584,2.0,@debackerphil @egbertlachaert @Stad_Antwerpen @SihameElk @BartSomers Liberalisme gaat er van uit dat jij als individu eigenaar bent van je eigen leven niet de overheid.Wat als ik enkel blanke vrienden heb? Moeten jullie dan praktijktesten gaan organiseren om mijn mogelijk racisme te elimineren? Gelijke kansen betekent niet gelijke uitkomsten.
1271041213991444480,2.0,En waarvoor want Europa dat blanke continent is volgens alle protesten rotter dan rot.... Wat komen ze hier doen dan nog wat olie op het vuur gooien?!
1271041970102849536,2.0,@Marrit_Anne @Verwardwezen Ik begreep van de protesten dat ALLE blanken dit privilege zouden hebben daarom heet het toch ook white privilege en niet white middle age men privilege...
1271044151681994752,2.0,@nieuwsbegrip verspreidt eerst racisme tegen blanke mensen vertelt niet dat #georgefloyd een strafblad heeft de agenten waren niet alle blank. De agent heeft dit niet gedaan vanwege raciale motieven(anders graag bewijs). En george stierf niet vanwege de knie en had #COVID19 ?? https://t.co/bFkWqddMBY
1271048146198630400,2.0,@marianne_oets @rivm 6000 wat denk je Corona is een verzamelnaam deze leugens gelooft niemand het zijn de zelfde doos oorzaken als bij een Goede griep
1271053317985259520,2.0,Ik snap het wel....blanke protesten willen ze zo veel mogelijk de mond snoeren...tot dat blanken zo boos worden en iets gaan doen ! Dan hebben ze wat ze willen want dat is het voortaan vreedzame zwarten en gewelddadige blanken !
1271054519540088832,2.0,@karinsaenzm @ShashiRoopram @BlmNederland omdat dit binnen de context past. 9 zwarte mensen vorig jaar omgekomen door politiegeweld. 20 zwarte mensen omgekomen door blm protesten. daarnaast zijn blanke mensen veel vaker het dodelijke slachtoffer van Amerikaans politiegeweld. maar blijf lekker in fantasieland leven
