,custom_id,annotation,unprocessed,processed,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust
15,1269560738026344448,2.0,@CeliaLedoux @groen @openvld Ook praktijktesten voor blanken. Niet iedere blanke met hetzelfde opleidingsprofiel heeft dezelfde kansen! Je uitgebreid sociaal netwerk speelt een positieve of negatieve rol zeker waar bij alle besturen. Als je niet over een lange hand beschikt zal je het geweten hebben!#werk,praktijktesten blanken iedere blanke hetzelfde opleidingsprofiel dezelfde kansen uitgebreid sociaal netwerk speelt positieve negatieve rol zeker besturen lange hand beschikt geweten hebbenwerk,4,0,0,2,0,0,0,0,0,2
16,1269563080100454400,2.0,@TonVermond @trouw Onder Trump tot aan corona crisis was de werkloosheid historisch laag zelfs onder de zwarten. Wie toen geen werk had en toch gezond zat liever in de criminaliteit of welfare. Onder Obama zeker zoveel doden door politie geweld de zwarten kwamen niet in actie vreemd 🤔,trump corona crisis werkloosheid historisch laag zwarten werk gezond zat criminaliteit welfare obama zeker zoveel doden politie geweld zwarten kwamen actie vreemd,5,9,4,0,2,4,2,4,1,3
17,1269565470019137536,0.0,@JJorritsma040 wat is het voor achterlijk beleid dat @gem_Eindhoven nu @fit20Eindhoven weer op slot gooit? 1 op 1 training met een personal coach met mondkapje 1.5m cirkels rond de apparaten en alle bezoekers brengen eigen handschoenen hoe debiel willen jullie doen over corona?,achterlijk beleid eindhoven slot gooit training personal coach mondkapje m cirkels apparaten bezoekers brengen eigen handschoenen debiel willen corona,1,1,0,1,0,0,1,1,0,2
18,1269568955242426368,2.0,@nrc Ik heb geen goed woord meer over voor deze “protesten”. Het is gewoon rellen plunderen en mishandelen van mensen terwijl organisatoren dit doen van subsidies van de door hun gehate blanke mens. Jammer dat de Nederlandse media dit deel niet in het nieuws brengt.,goed woord protesten rellen plunderen mishandelen mensen organisatoren subsidies gehate blanke mens jammer nederlandse media deel nieuws brengt,2,2,2,1,2,1,1,2,2,2
19,1269569378460327936,0.0,@Gerardus331 @roland_japin Raymond was bang voor een neger die zijn pinpas probeerde te misbruiken zei hij me. De neger zei Corona Corona kom niet dichtbij!. Kerel heeft een anti-tank raket afgevuurd toen hij dienst deed in Libanon maar een grote neger.The black man must have been very impressive.,japin raymond bang neger pinpas probeerde misbruiken neger corona corona kom dichtbij kerel antitank raket afgevuurd dienst deed libanon grote negerthe black man must have been very impressive,0,8,3,0,2,5,0,4,2,2
20,1269570783292112896,0.0,Wie gaat er nog meet lege zakken door de coronaleugen zwaaien naar de Koning zonder werk of bedrijf of bij een voedsel bank en misschien wel zonder woning en toch zwaaien met een vlaggetje naar die volgevreten proleet  of zullen we ze onthoofden ?,gaat meet lege zakken coronaleugen zwaaien koning werk bedrijf voedsel bank woning zwaaien vlaggetje volgevreten proleet onthoofden,1,1,0,0,0,0,0,0,0,1
21,1269572055608983552,2.0,⏬| De impact van de coronacrisis op de werkgelegenheid is groot. @UWVnl verwacht dat het aantal banen in de drie regio’s van Overijssel en Gelderland Noord krimpt in 2020. https://t.co/bv3MoLzBpC,impact coronacrisis werkgelegenheid groot verwacht aantal banen drie regios overijssel gelderland noord krimpt,1,1,0,1,0,0,0,0,0,0
22,1269572972479746048,2.0,Dit is ook geen wetenschap maar dient de economie.Dan vindt men het raar dat veel mensen wetenschappers of experts niet meer vertrouwen.Mensen zijn niet helemaal achterlijk meer. Er is genoeg info om tot je te nemen en na te denken#RIVM,wetenschap dient economiedan vindt raar mensen wetenschappers experts vertrouwenmensen helemaal achterlijk genoeg info nemen denkenrivm,3,0,0,1,0,0,0,0,0,2
23,1269572996857057280,2.0,@menage00 @Sywert Je hebt gelijk het had het woord autochtoon moeten zijn. Maar ik vergeet ook niet de hysterie dat men weer eens riep dat er meer zwarten dood gingen aan corona. Altijd maar dat slachtofferschap. Zo vermoeiend.,woord autochtoon vergeet hysterie riep zwarten dood gingen corona slachtofferschap vermoeiend,1,4,1,1,1,2,0,2,1,1
24,1269573287643959296,2.0,Waar waren de protesten toen Justine Damond vermoord werd? Die waren er wel... alleen niet voor Justine maar voor de donkere agent die deze blanke vrouw (ZONDER strafblad itt #GeorgeFloyd) doodschoot. Check yourself! #BlackLivesMatter #AllLivesMatter https://t.co/mCZeqOK8ni,protesten justine damond vermoord justine donkere agent blanke vrouw strafblad itt georgefloyd doodschoot check yourself blacklivesmatter alllivesmatter,1,0,0,0,0,0,0,1,0,0
25,1269574830438920192,2.0,@StraatmanSandra @Sywert Heb ook niet zoveel met de protesten in Europa. In de VS kan ik het me nog voorstellen je zegt net zelf dat er meer zwarten doodgaan aan Corona dat heeft ook zijn redenen.,zoveel protesten europa vs voorstellen zegt zwarten doodgaan corona redenen,0,1,0,0,0,0,0,1,0,0
26,1269580852410953728,2.0,@telegraaf Iedereen ziet dat er nu grof geweld tegen blanke mensen worden gebruikt over heel de wereld. Mishandelingen en moord. Winkels worden geplunderd. Gelukkig worden steeds meer mensen wakker die inzien dat ze gewoon gebruikt zijn voor deze “protesten”,iedereen ziet grof geweld blanke mensen gebruikt heel wereld mishandelingen moord winkels geplunderd gelukkig mensen wakker inzien gebruikt protesten,3,5,3,1,2,3,2,3,1,1
27,1269589679994740736,2.0,@iusfinis @donconjo @BryanRoyAjax Dat geldt ook voor de blanke amerikanen tijdens vorige regeringen toen ik in Dallas was in 2005 zat mijn vriendin daar in dezelfde situatie geen sociale zekerheid ook voor haar... Trump deed/doet zijn best om banen te creeren ging goed tot de corona speeltje van de elite...,geldt blanke amerikanen vorige regeringen dallas zat vriendin dezelfde situatie sociale zekerheid trump deeddoet best banen creeren ging goed corona speeltje elite,4,1,0,2,0,0,2,0,2,3
28,1269593186076409856,0.0,Ook in #Madrid voorzie ik een nieuwe #CoronaOutbreak.De blanke onderdeurtjes hebben zich verzameld om te gaan knielen voor een crimineel ..... Ja ja bij demonstraties voor misdaden tegen blanken (#Rotherham) zie je ze niet die #hypocrieten.,madrid voorzie nieuwe coronaoutbreakde blanke onderdeurtjes verzameld gaan knielen crimineel demonstraties misdaden blanken rotherham zie hypocrieten,0,1,1,0,1,1,0,0,0,0
29,1269594791760867328,0.0,Er is een nieuw ritueel waarbij zwarten blanken op de knieën excuus moeten aanbieden voor hun niet bestaande “white privilege”. Ook krijgen zwarten in coronatijd demonstraties gedaan. Maar zwarten hebben geen macht? #victimplay,nieuw ritueel waarbij zwarten blanken knieën excuus aanbieden bestaande white privilege krijgen zwarten coronatijd demonstraties gedaan zwarten macht victimplay,2,2,0,2,0,0,2,1,0,1
30,1269601061834276864,2.0,@HarrySnel1 @KellyOverCorona @NOS Met goede voorlichting waarschijnlijk wel meer en dan zijn de tokkies wel te handhaven. Nu dacht men griepje dat alleen ouderen treft mondkapjes werken averechts. In plaats van: virus dat iedereen ernstig kan treffen waarbij eenmalige lockdown het indamt en vandaar TTI.,goede voorlichting waarschijnlijk tokkies handhaven dacht griepje ouderen treft mondkapjes werken averechts plaats virus iedereen ernstig treffen waarbij eenmalige lockdown indamt vandaar tti,3,1,0,1,0,0,1,0,1,1
31,1269604835760001024,2.0,@De7deDag : Is een uitspraak als zwarten kunnen nooit racistisch zijn van Sandrine Moponami niet belangrijker om vragen bij te stellen dan hoe de wielersport renners zal testen? Ik stel mij er in ieder geval vragen bij ...Is die stelling zelf op zich ook niet racistisch?🤔,uitspraak zwarten nooit racistisch sandrine moponami belangrijker vragen stellen wielersport renners testen stel ieder geval vragen stelling racistisch,1,2,0,0,0,1,0,2,0,2
32,1269608686323929088,2.0,@jdceulaer @vanranstmarc @eva_vannoten Een jonge mooie blanke vrouw. Ongetwijfeld kwam ze als eerste uit de testen.,vannoten jonge mooie blanke vrouw ongetwijfeld kwam eerste testen,6,0,0,3,1,0,3,0,1,2
33,1269610587652345856,0.0,@SBergsma @MinPres  @rivm geldt de nieuwe Coronawet van 15 meter alleen voor ‘witte’ mensen straks in NL? Want tja we mogen niet racistisch zijn en de zwarten het recht op dergelijke demonstratie dus niet verbieden. Snapt u dat ik het niet snap?,geldt nieuwe coronawet meter witte mensen straks nl tja racistisch zwarten recht dergelijke demonstratie verbieden snapt snap,2,3,0,1,0,0,1,2,0,2
34,1269614652910112768,2.0,@Alex72377946 @AR146XI @P33rd @KhuneSilvretta @Alexandratweet9 @geertwilderspvv Het gaat nu over Amerika. De protesten zijn daar begonnen om hun land te verbeteren. Onze protesten zijn als steun voor hen. Als blanken in Afrika een protest organiseren of mensen in Palestina dan zal ik hen steunen.,gaat amerika protesten begonnen land verbeteren protesten steun blanken afrika protest organiseren mensen palestina steunen,7,0,0,2,0,0,1,0,0,1
35,1269619256305561600,2.0,Het #SARSCoV2 (#covid19/#coronavirus) blijkt dus idd n #retrovirus te zijn en zal dus keer op keer n #epidemie/#pandemie kunnen veroorzaken.Daarmee wordt t belangrijker de #mentaliteit bij #ziekte te veranderen dan die achterlijke #anderhalvemetersamenleving in te voeren. https://t.co/91iChWw5Ww,sarscov covidcoronavirus blijkt idd n retrovirus keer keer n epidemiepandemie veroorzakendaarmee t belangrijker mentaliteit ziekte veranderen achterlijke anderhalvemetersamenleving voeren,0,4,1,0,2,3,0,3,0,0
36,1269631080333824000,1.0,@Rob81189128 @NOS Dit heeft niks te maken met tokkie of niet.Ditsoort protesten gaan weer eens helemaal nergens over. Of behoor jij ook tot de groep die al bukt met een wijd open aars om te ontvangen wanneer nodig?,niks maken tokkie nietditsoort protesten gaan helemaal nergens behoor groep bukt wijd open aars ontvangen nodig,2,1,0,0,0,1,0,0,0,0
37,1269631734376775680,0.0,Honderden mensen bij protesten tegen racisme in Zwolle via @Telegraaf https://t.co/NZSTFrtpA1Ja laten we ons uitspreken tegen racisme tegen zwarten en wanneer gaan we dat dan ook doen tegen de blanken. Hebben jullie wel is gehoord van Zuid Afrika?Blanken worden afgeslacht.,honderden mensen protesten racisme zwolle via laten uitspreken racisme zwarten gaan blanken gehoord zuid afrikablanken afgeslacht,0,1,0,0,0,0,0,1,0,0
38,1269633937560801280,0.0,Alles van te voren al bepaald.  Rutte sprak ook met zoon Soros. Dit hele Corona gedoe is een opgezet plan. Minder bevolking. Las dat van het vaccin veel ongeborenen dood zullen gaan. Dan moslims en negers nemen de westerse wereld over.  Chia lacht zich suf.  Putin ook,voren rutte sprak zoon soros hele corona gedoe opgezet plan minder bevolking las vaccin ongeborenen dood gaan moslims negers nemen westerse wereld chia lacht suf putin,2,7,3,2,3,3,0,3,1,0
39,1269639482518749184,2.0,Ik zie blanke mensen commentaar geven op de protesten van vandaag omdat de social distancing niet gerespecteert wordt etc... maar dat zijn wel dezelfde mensen die Driesje VL verdedigde toen hij op een BBQ zat of zelf zijn gaan picknicken toen we nog niet buiten mochten...,zie blanke mensen commentaar geven protesten vandaag social distancing gerespecteert etc dezelfde mensen driesje vl verdedigde bbq zat gaan picknicken,5,0,0,1,0,0,1,0,1,3
40,1269641860420702208,2.0,Ik dacht even dat mijn scherm stuk was alleen maar zwart/wit beeld? Blijken het al die protesten te zijn 😅! #AllLivesMatters #dtv waarom staan er toch zoveel blanke mensen tussen?,dacht scherm stuk zwartwit beeld blijken protesten alllivesmatters dtv staan zoveel blanke mensen,0,0,0,0,0,0,0,0,0,0
41,1269645698108137472,0.0,@Vandefilm @Samira_Tarrass @Infocadl2015 Je ziet ze vliegen net als die achterlijken van het rivm. Rot voor je. Blij dat ik wel zelf blijf nadenken.,tarrass ziet vliegen achterlijken rivm rot blij blijf nadenken,1,1,0,1,1,1,1,1,0,0
42,1269651203140521984,2.0,@Wim_Schellekens @bosmana @rivm Dat zijn we inmiddels wel gewend. 😉 Hoeveel voorspellingen hadden ze goed tot nu toe? En hoeveel van de keren dat ze zeiden het lijkt zaten ze goed?They are in over their heads and drowning. https://t.co/R8i9GP4pXP,schellekens gewend hoeveel voorspellingen goed toe hoeveel keren zeiden lijkt zaten goedthey are their heads and drowning,1,0,0,1,0,0,1,0,1,1
43,1269651980684791808,2.0,@DeRedacteur_ Voor de corona hoorde je veel over steekincidenten. Steeds dezelfde manier: willekeurige blanke wordt omsingeld geslagen en gestoken. Als het slachtoffer met 10-20 steekwonden op de grond ligt zijn/haar spullen pakken. En dit rascistisch geweld wordt dan geboekt als beroving.,corona hoorde steekincidenten dezelfde manier willekeurige blanke omsingeld geslagen gestoken slachtoffer steekwonden grond ligt zijnhaar spullen pakken rascistisch geweld geboekt beroving,0,4,4,0,2,4,0,4,1,1
44,1269653163445026816,2.0,@BelSpectator @demorgen Onder de zwarte bevolking in de VS is Corona besmetting twee keer zo hoog als onder de blanke bevolking. Dit soort bijeenkomsten gaat dat alleen maar versterken. En waarom? Omdat een crimineel is omgekomen? Natuurlijk jammer voor de man maar hoor weinig over zijn slachtoffers.,zwarte bevolking vs corona besmetting twee keer hoog blanke bevolking soort bijeenkomsten gaat versterken crimineel omgekomen natuurlijk jammer man hoor weinig slachtoffers,7,8,4,2,5,4,1,5,1,3
45,1269653428290060288,0.0,Coronavirus en global heating  veroorzaken angst en chaos. Mensen grijpen terug op  religie: Heilig geloof in  1) #AnderhalveMeter 2) #Kettingzaagbioethanol 3) #Stikstofnorm 4) #alcohol1) Islam was maar voor 50% achterlijk deden al aan social distancing…https://t.co/klMBGTIprr,coronavirus global heating veroorzaken angst chaos mensen grijpen terug religie heilig geloof anderhalvemeter kettingzaagbioethanol stikstofnorm alcohol islam achterlijk deden social distancing,3,5,5,2,0,4,1,3,0,3
46,1269653554777722880,2.0,Aan alle Vlamingenbegin u al maar schuldig te voelen over de grote toename aan coronabesmettingen onder zwarten en antifas.#BLMBelgium #superverspreidingsevenement #BlackLivesMattter,vlamingenbegin schuldig voelen grote toename coronabesmettingen zwarten antifasblmbelgium superverspreidingsevenement blacklivesmattter,1,3,1,0,0,0,0,2,0,0
47,1269653603893088256,1.0,echt dit land is zo hypocriet eerst geen toestemming geven voor protesten wegens corona maar de politie mag dan wel allemaal mensen op elkaar proppen? en dan gaan ze de schuld geven aan protesters binnen een paar weken bij de tweede golf ma echt waar fuck dit land lmao,echt land hypocriet toestemming geven protesten corona politie allemaal mensen elkaar proppen gaan schuld geven protesters paar weken tweede golf ma echt fuck land lmao,7,3,0,0,1,0,0,2,1,2
48,1269656737772167168,2.0,Vb van simplistisch ongenuanceerd denken.“Blanken kunnen #racist zijn zwarten niet.”Als directeur in een bedrijf zeg ik: kies de beste werknemer ongeacht huidskleur geslacht of religie. Dat is eenvoudig het beste voor het bedrijf. Praktijktesten mogen maar hoeven niet.,vb simplistisch ongenuanceerd denkenblanken racist zwarten nietals directeur bedrijf zeg kies beste werknemer ongeacht huidskleur geslacht religie eenvoudig beste bedrijf praktijktesten hoeven,0,1,0,0,0,0,0,1,0,1
49,1269660120184750080,2.0,Betoging in Antwerpen is blijkbaar uit de hand aan het lopen. Poc en blanke mensen worden blijkbaar gescheiden en in bussen gestopt. Politie denkt niet eens aan de veiligheid van de mensen in deze corona tijd. Wtf.,betoging antwerpen blijkbaar hand lopen poc blanke mensen blijkbaar gescheiden bussen gestopt politie denkt veiligheid mensen corona tijd wtf,1,0,0,1,0,0,1,0,0,0
50,1269660300321665024,2.0,In de hele westelijke EUSSR rellen tegen blanken OP ANDERHALVE CENTIMETER afstand.Was corona een besmettelijke ziekte een godsgeschenk misbruikt voor linkse ideologieof eentoevalligchinees ontsnapt virus ?Een combinatie van alle 3 kan ook .#stopdelockdown #stopnieuwnormaal,hele westelijke eussr rellen blanken anderhalve centimeter afstandwas corona besmettelijke ziekte godsgeschenk misbruikt linkse ideologieof eentoevalligchinees ontsnapt virus combinatie stopdelockdown stopnieuwnormaal,0,7,3,0,3,6,0,4,0,0
51,1269661061520805888,0.0,@DVanLangenhove @2dekamerpvv En precies DAT is wat me zo kwaad maakt over die protesten. Selectieve verontwaardiging. Ze vinden het leven van een zwarte crimineel belangrijker dan het leven van welke blanke vrouw ook. https://t.co/gQsAwPKDW1,kwaad maakt protesten selectieve verontwaardiging vinden leven zwarte crimineel belangrijker leven blanke vrouw,1,5,3,0,3,2,0,1,0,0
52,1269662224378888192,2.0,@ClipsSchnitzel @noaisfel @MarcBuchner3 @VictorReinier Ja DJT is zooo racistisch dat hij vind dat als je als zwarte niet op hem stemt  ‘You ain’t black’. Of was dat Biden ?🤔pre-corona werkeloosheid onder zwarten daalde tot een record laagte. Welvaart is de beste manier om zaken te verbeteren..,djt zooo racistisch vind zwarte stemt you aint black biden precorona werkeloosheid zwarten daalde record laagte welvaart beste manier zaken verbeteren,6,2,0,1,0,0,2,1,0,1
53,1269663689675804672,2.0,@PeterK43579783 @henktoepoer Was in de veronderstelling dat Corona een burgeroorlog zou voorkomen we zijn inmiddels dichterbij dan ooit. Laat Nederland Nederland blijven met tolerantie zoals het tot voor kort was waar heel de wereld graag wil zijn zonder #KOZP en ht nieuwe tegen blanken gericht #racisme,veronderstelling corona burgeroorlog voorkomen dichterbij ooit laat nederland nederland blijven tolerantie zoals kort heel wereld graag kozp ht nieuwe blanken gericht racisme,1,2,0,0,0,1,0,1,0,0
54,1269672792078856192,2.0,@Simply_Lori_ @Cara_Jacobs359 Als de politie vraagt om het plein te verlaten dan luister je.Minderjarig meerderjarig autochtoon allochtoon  . . . Wie niet horen wil moet op de blaren zitten. Het is niet tegenstrijdig. Het is om de rest van  Vlaanderen niet terug op te zadelen met corona.,lori jacobs politie vraagt plein verlaten luister jeminderjarig meerderjarig autochtoon allochtoon horen blaren zitten tegenstrijdig rest vlaanderen terug zadelen corona,1,7,2,0,0,1,0,4,0,0
55,1269674716354113536,0.0,@dreken45144354 Ik hoop dat ze stuk voor stuk corona krijgen. Van ganser harte. Vanwege een COPD risicopatient met één long die geen tweede keer corona wil krijgen ( getrouwd met een verpleegkundige waar zij vandaag op kosten ).,hoop stuk stuk corona krijgen ganser harte copd risicopatient één long tweede keer corona krijgen getrouwd verpleegkundige vandaag kosten,2,0,0,3,0,0,2,0,1,1
56,1269675244123455488,0.0,Diezelfde trut stond ook 70 weken lang in frontlinies in Frankrijk gedurende #GiletsJaunes protesten en heeft #Macron aangeklaagd wegens misdaden tegen de menselijkheid?!!,diezelfde trut stond weken lang frontlinies frankrijk giletsjaunes protesten macron aangeklaagd misdaden menselijkheid,0,1,0,1,0,0,0,0,0,0
57,1269675311320489984,2.0,@hakhverdian @sheilasitalsing @UvA_Amsterdam RIVM slaaf van de luchtvaartlobby en overheid. Hou op!,amsterdam rivm slaaf luchtvaartlobby overheid hou,0,1,1,0,0,1,0,1,0,0
58,1269681008925966336,2.0,@dferwerda91 @PCIMeijer En ik denk dat al die protesten juist dat wilt benadrukken (en nee die rellen keur ik zeker niet goed). Want er bestaan velen gevallen waar dit niet gebeurt. Waar een blanke bijv. sneller ergens mee weg komt dan een zwarte terwijl dat niet uit zou moeten maken.,denk protesten wilt benadrukken nee rellen keur zeker goed bestaan velen gevallen gebeurt blanke bijv sneller ergens mee komt zwarte maken,2,2,0,1,0,0,1,1,1,3
59,1269682012715180032,0.0,@Pensioenspook @StefaanSintobin Twas  precies wel relevant dat het een neger was! Heel de zwarte wereld protesteert om Corona nieuw  leven in te blazen. Onnozelaars!!!,twas relevant neger heel zwarte wereld protesteert corona nieuw leven blazen onnozelaars,1,4,0,0,0,0,0,2,0,1
60,1269683738096668672,0.0,Golfen tennissen en voetballen nog maar in zeer beperkte vorm. We worden gigantische in de zeik genomen. Ga jij nog op die achterlijke Praatpop Mark Rutte stemmen? RIVM-experts: Kans dat iemand heel vliegtuig besmet is buitengewoon klein https://t.co/L06mTt8pKd via @NOS,golfen tennissen voetballen zeer beperkte vorm gigantische zeik genomen ga achterlijke praatpop mark rutte stemmen rivmexperts kans heel vliegtuig besmet buitengewoon klein via,5,6,4,2,1,1,1,4,3,1
61,1269684713041661952,2.0,@WNiemegeers U moet eens gadeslaan het klopt dat dit simultaan georchestreerd is overal dezelfde slogans voor corona maar net zogoed voor klimaat of massamigratie of reclame voor multicultuur (zwarte man met blanke vrouw) 👇https://t.co/KVPhIfw0PM,gadeslaan klopt simultaan georchestreerd overal dezelfde slogans corona zogoed klimaat massamigratie reclame multicultuur zwarte man blanke vrouw,1,1,0,0,0,0,0,1,0,0
62,1269685311992365056,0.0,@freek_niesten @anderralph Als het dat rapaille van de N-VA past draaien ze als een windhaan  slaafs hun Grote Leider achterna. Eerst de ernst van corona gewoon ontkennen en als ze daarvan de gevolgen vaststellen staan te roepen dat de door hen gecontesteerde maatregelen zouden zijn overtreden.,niesten rapaille nva past draaien windhaan slaafs grote leider ernst corona ontkennen daarvan gevolgen vaststellen staan roepen gecontesteerde maatregelen overtreden,2,3,2,1,0,1,0,1,1,2
63,1269685548425363456,2.0,Waarom heeft niemand ons verteld dat het Coronavirus zulke grote gevolgen zou hebben voor de geestelijke gesteldheid van mensen. Er is een hele grote groep totaal debiel geworden,niemand verteld coronavirus grote gevolgen geestelijke gesteldheid mensen hele grote groep totaal debiel geworden,0,2,2,0,1,2,0,1,0,0
64,1269688116253728768,0.0,@SirJelle @tomvangrieken Zielig en beangstigend dat jullie soort daadwillig nog meer Coronadoden zullen veroorzaken... Deugen&gt;volksgezondheid 🤮 achterlijk afval,zielig beangstigend soort daadwillig coronadoden veroorzaken deugengtvolksgezondheid achterlijk afval,1,1,0,0,1,0,1,1,0,1
65,1269693018862424064,2.0,@VerhelstBr Het zijn niet enkel de blanken die rasistich zijn. Dit is van alle tijden met nu dat er totaal geen verdraagzaamheid meer is. Vreedzaam betogen brandstichting plunderingen paarden molesteren enz. Deze manifestatie diende gewoon te zijn verboden in deze corona crisis.😡😷😡😷,blanken rasistich tijden totaal verdraagzaamheid vreedzaam betogen brandstichting plunderingen paarden molesteren enz manifestatie diende verboden corona crisis,1,4,3,1,2,4,0,1,1,1
